rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
1223,TSV Schloss Neuhaus 2,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1224,TSV Vineta Audorf,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel B,12970,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1225,TSV Weddingstedt III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel B,12970,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1226,TSV Westerland,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel A,12969,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1227,TSVE 1890 Bielefeld,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1228,TUS Brake II,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1229,TUS Brake/Lippe,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1230,TUS Brockhagen II,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1231,TUS Ehrenfeld 65 II,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1232,TUS Eintracht Oberlübbe 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1233,TUS Fellinghausen E.V. VON 1920,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1234,TUS Fellinghausen E.V. VON 1920 II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,KLB Süd 3 Runde,15787,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1235,TUS Fellinghausen E.V. VON 1920 II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Süd,13094,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1236,TUS Fortuna Saarburg II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Mosel/Eifel-Nahe/Hunsrück,14548,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1237,TUS Hartum,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1238,TUS JAHN Dellwig E.V.,Handballkreis Hellweg,Handballkreis Hellweg,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga HKH,12689,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1239,TUS Kaisersesch,Rhein/Westerwald,Rhein/Westerwald,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Rhein/Westerwald,15020,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1240,TUS Königsdorf III,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1241,TUS Linscheid-Heedfeld 1914 E.V.,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Nord,13093,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1242,TUS Lübeck VON 1893 III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel G,12975,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1243,TUS MÖLLBERGEN e.V. 2,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1244,TUS Müssen-Billinghausen 3,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1245,TUS Niederpleis III,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1246,TUS Porta Barkhausen,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1247,TUS SW WEHE 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1248,TUS Vlotho-Uffeln 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1249,TUS Volmetal 3,Handballkreis Hagen/Ennepe-Ruhr,Handballkreis Hagen/Ennepe-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,MÄNNER KREISLIGA HKHR,13011,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1250,TUS Wesseling II,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1251,TUS Westfalia Vlotho-Uffeln,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1252,TUS Wiebelskirchen,Handballverband SAAR,Handballverband SAAR,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer,14382,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1253,TUS Wörrstadt,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1254,TUS Xanten,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
1255,TUSPO Meißen,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1256,TUSPO Meißen 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1257,TV 1848 Mönchengladbach 1M,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1258,TV 1890 Schmallenberg E.V.,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1259,TV Anrath II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1260,TV Arnsberg H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1261,TV Asseln,Handballkreis Dortmund,Handballkreis Dortmund,9,Bezirksliga / Kreisliga / Regionsliga,HKDO-KL-M,12777,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1262,TV Bodenheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1263,TV Boisheim,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1264,TV Borken II,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1265,TV Brechten 3,Handballkreis Dortmund,Handballkreis Dortmund,9,Bezirksliga / Kreisliga / Regionsliga,HKDO-KL-M,12777,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1266,TV DAHN Herren,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 2,12487,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1267,TV Edigheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 2,12487,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1268,TV Fischbek III,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1269,TV Gladbeck 1912 e.V. II,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1270,TV Hille 2,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1271,TV Horn-Bad Meinberg,Handballkreis Lippe,Handballkreis Lippe,9,Bezirksliga / Kreisliga / Regionsliga,HBKLIP Kreisliga Männer,13126,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1272,TV Häver,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1273,TV Isselhorst II,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1274,TV Isselhorst III,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1275,TV JAHN Oelde,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1276,TV Mengede,Handballkreis Dortmund,Handballkreis Dortmund,9,Bezirksliga / Kreisliga / Regionsliga,HKDO-KL-M,12777,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1277,TV Merchweiler 2,Handballverband SAAR,Handballverband SAAR,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer,14382,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1278,TV Morbach,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,9,Bezirksliga / Kreisliga / Regionsliga,Bezirksliga Männer Mosel/Eifel-Nahe/Hunsrück,14548,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
1279,TV Nierstein 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1280,TV OLPE 1848 E.V.,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1281,TV Schwafheim II,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1282,TV VERL II,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1283,TV Voerde,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1284,TV Vreden II,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1285,TV Wahlscheid III,HK Oberberg,HK Oberberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Oberberg,12960,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1286,TV Wahlscheid V,HK Oberberg,HK Oberberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Oberberg,12960,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1287,TV Westfalia Halingen H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1288,TVC Enger,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
1289,TVE BAD Münstereifel II,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1290,TVE Röcke,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,9,Bezirksliga / Kreisliga / Regionsliga,HBKML Männer Kreisliga,13016,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
1291,Tschft. Grefrath II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1292,TuS 97 Bielefeld/Jöllenbeck II,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1293,TuS 97 Bielefeld/Jöllenbeck III,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1294,TuS Grünenbaum 1895 e.V.,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1295,TuS Grünenbaum 2,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga B Nord,13093,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
1296,TuS Ickern 1912 e.V.,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1297,TuS Müssen-Billinghausen 2,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1298,TuS Rheindorf (M),HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1299,TuS v. 1989 Leopoldshöhe e.V.,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga Bielefeld-Herford,13295,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1300,TuSEM Essen III,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Nord,16078,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1301,Turbine Leipzig,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1302,Turnerb. Oberhausen II,HK Rhein-Ruhr,HK Rhein-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,REGIONSLIGA MÄNNER,13017,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1303,Turnerkreis Nippes 2. Herren,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer · HK Köln-Rheinberg,12889,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
1304,Turnerschaft Lürrip 1901 E.V. II,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1305,Turnerschaft Lürrip 1901 E.V. III,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Männer,15675,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
1306,Turnverein Biefang III,HK Rhein-Ruhr,HK Rhein-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,REGIONSLIGA MÄNNER,13017,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1307,Turnverein Ratingen 1m,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Süd,14914,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1308,Turnverein Ratingen 2m,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer Nord,16078,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1309,Uedemer TUS,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1310,Union 92 Halle,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1311,Union 92 Halle II,Handballkreis Gütersloh,Handballkreis Gütersloh,9,Bezirksliga / Kreisliga / Regionsliga,HBKGT Männer Kreisliga,12456,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1312,Union Chemnitz II,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,11,0,0,0,0,0,0,0,0,0.0,,fussball.de
1313,VFB Lohberg,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Männer,13065,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1314,VFL Bochum 1848 Handball E.V.,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1315,VFL Eintracht Mettingen,Handballkreis Münsterland,Handballkreis Münsterland,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Münsterland Männer,13227,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1316,VFL Schlangen,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 2,12672,14,0,0,0,0,0,0,0,0,0.0,,fussball.de
1317,VFR Übach-Palenberg Handball E.V.,HK Aachen-Düren,HK Aachen-Düren,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga,14819,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
1318,VFS Warstein H2,Handballkreis Iserlohn-Arnsberg,Handballkreis Iserlohn-Arnsberg,9,Bezirksliga / Kreisliga / Regionsliga,HKISAR Kreisliga MÄNNER,15069,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1319,VTV Freier Grund 2016 e.V. II,Handballkreis Lenne-Sieg,Handballkreis Lenne-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,HKLesi Kreisliga A Männer,15898,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1320,VfL Bardenberg 3,HK Aachen-Düren,HK Aachen-Düren,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga,14819,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1321,VfL Brambauer 1925 e.V.,Handballkreis Hellweg,Handballkreis Hellweg,9,Bezirksliga / Kreisliga / Regionsliga,Männer Kreisliga HKH,12689,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1322,VfL Gladbeck 1921 e.V. III,Handballkreis Industrie,Handballkreis Industrie,9,Bezirksliga / Kreisliga / Regionsliga,HKI-M-Kreisliga,12710,13,0,0,0,0,0,0,0,0,0.0,,fussball.de
1323,Victoria Naunhof,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Leipzig,13116,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1324,Walddörfer SV II,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1325,Wellingdorfer TV,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel D,12972,9,0,0,0,0,0,0,0,0,0.0,,fussball.de
1326,Wellingdorfer TV II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel C,12971,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1327,Wölfe Voreifel IV,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer,12897,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1328,Zwönitzer HSV II,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Männer · HR Südwestsachsen,13096,12,0,0,0,0,0,0,0,0,0.0,,fussball.de
1329,tus Berne,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer Gruppe 2 (142),13442,10,0,0,0,0,0,0,0,0,0.0,,fussball.de
1330,HSG Landau/Land 3,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 2,12487,9,1,0,0,1,29,30,-1,0,0.0,,fussball.de
1331,TSG Mz-Bretzenheim 3,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,11,1,0,0,1,26,27,-1,0,0.0,,fussball.de
1332,HSG Dudenhofen/Schifferstadt 3,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 2,12487,10,1,0,0,1,27,30,-3,0,0.0,,fussball.de
1333,TSV Hardebek,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Männer - Staffel E,12973,10,1,0,0,1,24,27,-3,0,0.0,,fussball.de
1334,TSG Hassloch 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 2,12487,11,1,0,0,1,26,31,-5,0,0.0,,fussball.de
1335,HSV Sobernheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 1,12486,12,1,0,0,1,32,38,-6,0,0.0,,fussball.de
1336,LIT 1912 IV,KÜS Ostwestfalenlippe,KÜS Ostwestfalenlippe,9,Bezirksliga / Kreisliga / Regionsliga,OWL Männer Bezirksliga Staffel 1,12671,14,1,0,0,1,22,31,-9,0,0.0,,fussball.de
1337,HSG Worms 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,9,Bezirksliga / Kreisliga / Regionsliga,M-BZL 2,12487,12,1,0,0,1,20,31,-11,0,0.0,,fussball.de
1338,HSG Angeln II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Männer Nord A,12985,1,1,1,0,0,37,12,25,2,2.0,,fussball.de
1339,HSG Grethen/Maxdorf,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,10,Bezirksklasse / Kreisklasse / Regionsklasse,M-BZK 2,12583,1,1,1,0,0,33,25,8,2,2.0,,fussball.de
